feedback,update:- today intercity late min?
feedback,Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. A…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,": All commodities have registered robust growth with steel at %, cement %, containers %, iron ore % and coal …"
feedback,how many months or should i say years should i wait for the Conscience of …
feedback,"Ppls r in queue for tickets without any time limit, because your trains getting late and late"
feedback,Pure bullshit..
feedback,"sorry for inconvenience ,matter noted"
feedback,: Holistic strategy to ensure growth
feedback,This is what looks like
feedback,PNR NO.
emergency,Sir I want some action not just tweet for fomalty o want improve my r…
feedback,: Holistic strategy to ensure growth
feedback,SSE Telecom at MSH will be send tomorrow dt /12/2017.
feedback,: De…
feedback,Kindly look into this matter
feedback,": Noise pollution does not mean 'Only Loud Sound' Continuous, unnecessary, effectless announcements &amp; undesired irri…"
feedback,$50 Amazon
feedback,when train number is coming at 0 am so why train number is late by 5 hours
feedback,Kindly share your correct PNR for further action.
feedback,Kindly share PNR number for further action.
emergency,We r travelling in train no. from delhi to UDUPi.....There is no liquid shop available in the train...In ha coach....
feedback,": ""Alert Rly Man is the best safety device"
feedback,In Bangalore no charges . Any circulars from Railway ministry. Attach
feedback,Pantry manager has promised to look into the matter. Hope this never continues. Thanks for the help.
feedback,: Ministry of Railways launched ST Swarna Rajdhani ( Train no New Delhi- Sealdah Rajdhani) rake today.A Major…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,YES
feedback,Kindly share PNR number. Matter forwarded to the concerned officials
feedback,"Sir, Sri Mohd. JAMSHED MT, Sri P.GUHA PRINCIPAL ED(Coachg) KINDLY RE…"
emergency,"I am scheduled to fly to CCU from KL tomorrow (PNR WERKXB), got an email saying my flight has been…"
feedback,: It's true and strict action should be taken against ppl doing so. Few months back had issued rate lis…
feedback,: $50 Amazon
feedback,Sir this one is the detail......
feedback,"if my ticket remains RAC even after chart is prepared, then isn't logically w…"
feedback,: Is any action taken or ju…
feedback,"In Journey tym of hrs, trn is running late by almost same tym. Leads to frustration whn v don't…"
feedback,": Sir, Sri Mohd. JAMSHED MT, Sri P.GUHA PRINCIPAL ED(Coachg) KINDLY RE…"
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,Awesome... posted your tweet up here
feedback,Officials concerned communicated about the issue
feedback,Mischief Bundle - Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica …
feedback,"Kindly share PNR &amp; contact number, issue referred to concerned official for urgent medical assistance."
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,No reply..
feedback,It is not applicable in other nal Railway
feedback,Kindly share PNR for better assistance. Kindly look into it
emergency,You let me in trouble my train got cancelled without any information...my journey is stuck in between…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,kindly share your PNR NO.
feedback,Kindly share PNR number &amp; contact number.
emergency,I have a booking in Train Number RXL-HYB special from Gaya but when I want to see the current s…
feedback,"The changed, passenger centric face of Railways is vis…"
feedback,Kindly look into this
feedback,Matter notified to the concerned officials
feedback,: Please share your PNR no.
